DateTime,PT08.S1(CO),PT08.S2(NMHC),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),Temperature,Relative_Humidity,Absolute_Humidity,CO_GT,timestamp
2004-09-06 20:00:00,1031.0,921.0,731.0,1490.0,897.0,26.8,33.8,1.1723,1.8,2004-09-06 20:00:00
2004-09-06 21:00:00,952.0,787.0,856.0,1342.0,723.0,25.7,35.8,1.16,1.3,2004-09-06 21:00:00
2004-09-06 22:00:00,949.0,804.0,835.0,1365.0,740.0,25.4,35.2,1.1255,1.3,2004-09-06 22:00:00
2004-09-06 23:00:00,932.0,752.0,889.0,1310.0,687.0,25.0,37.3,1.1614,1.2,2004-09-06 23:00:00
2004-09-07 00:00:00,966.0,774.0,859.0,1352.0,644.0,24.6,40.5,1.2362,1.2,2004-09-07 00:00:00
2004-09-07 01:00:00,888.0,653.0,973.0,1272.0,497.0,24.2,43.8,1.3057,0.8,2004-09-07 01:00:00
2004-09-07 02:00:00,847.0,634.0,1012.0,1258.0,525.0,24.0,43.7,1.2876,0.6,2004-09-07 02:00:00
2004-09-07 03:00:00,856.0,687.0,955.0,1260.0,726.0,21.9,48.3,1.2522,0.6,2004-09-07 03:00:00
2004-09-07 04:00:00,881.0,735.0,876.0,1308.0,783.0,22.4,47.2,1.2593,0.6,2004-09-07 04:00:00
2004-09-07 05:00:00,882.0,711.0,936.0,1310.0,741.0,22.9,46.5,1.2861,0.7,2004-09-07 05:00:00
2004-09-07 06:00:00,1016.0,888.0,776.0,1485.0,1040.0,23.1,47.0,1.3122,1.3,2004-09-07 06:00:00
2004-09-07 07:00:00,1228.0,1113.0,628.0,1719.0,1324.0,23.7,46.2,1.3376,2.5,2004-09-07 07:00:00
2004-09-07 08:00:00,1311.0,1350.0,529.0,1957.0,1486.0,25.8,41.9,1.3688,3.4,2004-09-07 08:00:00
2004-09-07 09:00:00,1081.0,983.0,703.0,1546.0,1079.0,27.3,38.3,1.3669,2.1,2004-09-07 09:00:00
2004-09-07 10:00:00,1104.0,993.0,705.0,1539.0,1081.0,31.0,29.1,1.2885,2.2,2004-09-07 10:00:00
2004-09-07 11:00:00,991.0,898.0,787.0,1412.0,806.0,31.6,25.5,1.1638,1.7,2004-09-07 11:00:00
2004-09-07 12:00:00,1008.0,980.0,755.0,1465.0,825.0,32.5,21.2,1.0173,2.1,2004-09-07 12:00:00
2004-09-07 13:00:00,986.0,1005.0,752.0,1439.0,907.0,31.7,20.5,0.9428,2.2,2004-09-07 13:00:00
2004-09-07 14:00:00,948.0,893.0,828.0,1374.0,768.0,31.5,21.5,0.9768,1.4,2004-09-07 14:00:00
2004-09-07 15:00:00,919.0,862.0,851.0,1293.0,697.0,31.6,20.8,0.9562,1.4,2004-09-07 15:00:00
2004-09-07 16:00:00,958.0,940.0,820.0,1380.0,728.0,32.4,19.4,0.9279,1.6,2004-09-07 16:00:00
2004-09-07 17:00:00,1037.0,1021.0,747.0,1451.0,786.0,31.7,20.3,0.9336,2.3,2004-09-07 17:00:00
2004-09-07 18:00:00,1120.0,1181.0,653.0,1604.0,1028.0,31.1,21.0,0.9337,3.3,2004-09-07 18:00:00
2004-09-07 19:00:00,1205.0,1294.0,579.0,1744.0,1317.0,28.9,25.4,0.9933,4.1,2004-09-07 19:00:00
2004-09-07 20:00:00,1172.0,1159.0,597.0,1653.0,1290.0,27.4,30.8,1.1112,3.3,2004-09-07 20:00:00
2004-09-07 21:00:00,1088.0,1019.0,668.0,1554.0,1165.0,26.3,34.1,1.1453,2.2,2004-09-07 21:00:00
2004-09-07 22:00:00,1055.0,979.0,694.0,1517.0,1086.0,25.4,35.2,1.1288,1.8,2004-09-07 22:00:00
2004-09-07 23:00:00,1077.0,1040.3636363636363,708.0,1503.2727272727273,1133.7272727272727,25.154545454545453,35.0,1.1078818181818182,1.8,2004-09-07 23:00:00
2004-09-08 00:00:00,1099.0,1101.7272727272727,722.0,1489.5454545454545,1181.4545454545455,24.909090909090907,34.800000000000004,1.0869636363636364,1.8,2004-09-08 00:00:00
2004-09-08 01:00:00,1121.0,1163.090909090909,736.0,1475.8181818181818,1229.1818181818182,24.663636363636364,34.6,1.0660454545454545,1.8,2004-09-08 01:00:00
2004-09-08 02:00:00,1143.0,1224.4545454545455,750.0,1462.090909090909,1276.909090909091,24.418181818181818,34.4,1.0451272727272727,1.8,2004-09-08 02:00:00
2004-09-08 03:00:00,1165.0,1285.8181818181818,764.0,1448.3636363636365,1324.6363636363635,24.172727272727272,34.2,1.0242090909090908,1.8,2004-09-08 03:00:00
2004-09-08 04:00:00,1187.0,1347.1818181818182,778.0,1434.6363636363637,1372.3636363636365,23.927272727272726,34.0,1.003290909090909,1.8,2004-09-08 04:00:00
2004-09-08 05:00:00,1209.0,1408.5454545454545,792.0,1420.909090909091,1420.090909090909,23.68181818181818,33.800000000000004,0.9823727272727273,1.8,2004-09-08 05:00:00
2004-09-08 06:00:00,1231.0,1469.909090909091,806.0,1407.1818181818182,1467.8181818181818,23.436363636363634,33.6,0.9614545454545456,1.8,2004-09-08 06:00:00
2004-09-08 07:00:00,1253.0,1531.2727272727273,820.0,1393.4545454545455,1515.5454545454545,23.19090909090909,33.4,0.9405363636363637,1.8,2004-09-08 07:00:00
2004-09-08 08:00:00,1275.0,1592.6363636363635,834.0,1379.7272727272727,1563.2727272727273,22.945454545454545,33.2,0.9196181818181819,1.8,2004-09-08 08:00:00
2004-09-08 09:00:00,1297.0,1654.0,848.0,1366.0,1611.0,22.7,33.0,0.8987,1.8,2004-09-08 09:00:00
2004-09-08 10:00:00,1300.111111111111,1610.888888888889,856.6666666666666,1374.3333333333333,1603.4444444444443,23.77777777777778,31.533333333333335,0.9042222222222223,1.8,2004-09-08 10:00:00
2004-09-08 11:00:00,1303.2222222222222,1567.7777777777778,865.3333333333334,1382.6666666666667,1595.888888888889,24.855555555555554,30.066666666666666,0.9097444444444445,1.8,2004-09-08 11:00:00
2004-09-08 12:00:00,1306.3333333333333,1524.6666666666667,874.0,1391.0,1588.3333333333333,25.933333333333334,28.6,0.9152666666666667,1.8,2004-09-08 12:00:00
2004-09-08 13:00:00,1309.4444444444443,1481.5555555555557,882.6666666666666,1399.3333333333333,1580.7777777777778,27.01111111111111,27.133333333333333,0.9207888888888889,1.8,2004-09-08 13:00:00
2004-09-08 14:00:00,1312.5555555555557,1438.4444444444443,891.3333333333334,1407.6666666666667,1573.2222222222222,28.08888888888889,25.666666666666668,0.9263111111111112,1.8,2004-09-08 14:00:00
2004-09-08 15:00:00,1315.6666666666667,1395.3333333333333,900.0,1416.0,1565.6666666666667,29.166666666666664,24.200000000000003,0.9318333333333334,1.8,2004-09-08 15:00:00
2004-09-08 16:00:00,1318.7777777777778,1352.2222222222222,908.6666666666666,1424.3333333333333,1558.111111111111,30.244444444444444,22.733333333333334,0.9373555555555556,1.8,2004-09-08 16:00:00
2004-09-08 17:00:00,1321.888888888889,1309.111111111111,917.3333333333334,1432.6666666666667,1550.5555555555557,31.322222222222223,21.266666666666666,0.9428777777777778,3.4,2004-09-08 17:00:00
2004-09-08 18:00:00,1325.0,1266.0,926.0,1441.0,1543.0,32.4,19.8,0.9484,4.0,2004-09-08 18:00:00
2004-09-08 19:00:00,1383.0,1406.0,824.0,1582.0,1678.0,29.9,22.3,0.9235,4.7,2004-09-08 19:00:00
2004-09-08 20:00:00,1254.0,1241.0,873.0,1463.0,1431.0,28.2,24.8,0.936,3.8,2004-09-08 20:00:00
2004-09-08 21:00:00,1221.0,1174.0,874.0,1481.0,1413.0,26.8,28.9,1.0019,2.8,2004-09-08 21:00:00
2004-09-08 22:00:00,1226.0,1138.0,862.0,1481.0,1419.0,25.1,32.3,1.0131,2.6,2004-09-08 22:00:00
2004-09-08 23:00:00,1100.0,999.0,984.0,1361.0,1145.0,25.4,30.5,0.9722,2.0,2004-09-08 23:00:00
2004-09-09 00:00:00,999.0,879.0,1114.0,1261.0,960.0,24.9,28.3,0.8775,1.4,2004-09-09 00:00:00
2004-09-09 01:00:00,980.0,873.0,1088.0,1258.0,949.0,23.2,30.5,0.8558,1.2,2004-09-09 01:00:00
2004-09-09 02:00:00,859.0,698.0,1254.0,1157.0,819.0,22.3,33.6,0.8959,0.6,2004-09-09 02:00:00
2004-09-09 03:00:00,814.0,606.0,1370.0,1131.0,745.0,23.0,33.0,0.9184,0.3,2004-09-09 03:00:00
2004-09-09 04:00:00,806.0,605.0,1366.0,1132.0,725.0,21.4,35.7,0.8982,0.2,2004-09-09 04:00:00
2004-09-09 05:00:00,813.0,631.0,1327.0,1108.0,710.0,21.7,33.4,0.8545,0.4,2004-09-09 05:00:00
2004-09-09 06:00:00,889.0,760.0,1224.0,1213.0,806.0,20.3,35.5,0.8342,0.6,2004-09-09 06:00:00
2004-09-09 07:00:00,1200.0,1246.0,798.0,1574.0,1416.0,19.7,37.5,0.8501,3.0,2004-09-09 07:00:00
2004-09-09 08:00:00,1289.0,1335.0,724.0,1681.0,1521.0,21.0,35.6,0.8736,3.2,2004-09-09 08:00:00
2004-09-09 09:00:00,1355.0,1333.0,741.0,1691.0,1605.0,25.0,28.9,0.9025,3.5,2004-09-09 09:00:00
2004-09-09 10:00:00,1277.0,1292.0,800.0,1626.0,1481.0,31.0,21.9,0.9708,3.1,2004-09-09 10:00:00
2004-09-09 11:00:00,1156.0,1142.0,907.0,1490.0,1188.0,34.9,18.5,1.0189,2.2,2004-09-09 11:00:00
2004-09-09 12:00:00,1054.0,1071.0,1006.0,1380.0,940.0,37.1,15.0,0.9297,1.7,2004-09-09 12:00:00
2004-09-09 13:00:00,1096.0,1083.0,971.0,1430.0,986.0,35.0,17.3,0.9542,2.0,2004-09-09 13:00:00
2004-09-09 14:00:00,1160.0,1185.0,873.0,1522.0,1162.0,35.1,17.5,0.9733,2.5,2004-09-09 14:00:00
2004-09-09 15:00:00,1148.0,1149.0,924.0,1473.0,1047.0,35.4,16.6,0.9385,2.4,2004-09-09 15:00:00
2004-09-09 16:00:00,1166.0,1186.0,878.0,1500.0,1180.0,38.4,13.8,0.9221,2.9,2004-09-09 16:00:00
2004-09-09 17:00:00,1315.0,1370.0,794.0,1689.0,1399.0,37.6,14.5,0.9277,4.2,2004-09-09 17:00:00
2004-09-09 18:00:00,1425.0,1605.0,660.0,1920.0,1646.5,35.2,16.6,0.9242,5.4,2004-09-09 18:00:00
2004-09-09 19:00:00,1329.0,1360.0,704.0,1768.0,1894.0,31.2,25.5,1.1379,4.3,2004-09-09 19:00:00
2004-09-09 20:00:00,1299.0,1197.0,763.0,1688.0,1606.0,29.3,30.7,1.229,3.6,2004-09-09 20:00:00
2004-09-09 21:00:00,1123.0,1015.0,845.0,1470.0,1297.0,28.3,30.1,1.1392,2.0,2004-09-09 21:00:00
2004-09-09 22:00:00,1089.0,1024.0,831.0,1452.0,1182.0,27.4,31.5,1.133,1.5,2004-09-09 22:00:00
2004-09-09 23:00:00,1081.0,950.0,876.0,1434.0,1138.0,26.2,35.7,1.1929,1.5,2004-09-09 23:00:00
2004-09-10 00:00:00,1031.0,871.0,950.0,1393.0,972.0,25.2,38.1,1.2049,1.2,2004-09-10 00:00:00
2004-09-10 01:00:00,969.0,787.0,1035.0,1350.0,799.0,24.4,39.1,1.1784,1.0,2004-09-10 01:00:00
2004-09-10 02:00:00,881.0,680.0,1175.0,1251.0,630.0,23.7,39.1,1.1289,0.5,2004-09-10 02:00:00
2004-09-10 03:00:00,869.0,638.0,1219.0,1213.0,586.0,24.2,38.5,1.1491,0.5,2004-09-10 03:00:00
2004-09-10 04:00:00,866.0,644.0,1162.0,1218.0,629.0,24.5,38.5,1.1688,0.4,2004-09-10 04:00:00
2004-09-10 05:00:00,895.0,689.0,1134.0,1250.0,709.0,22.4,43.5,1.1624,0.5,2004-09-10 05:00:00
2004-09-10 06:00:00,933.0,786.0,1018.0,1306.0,858.0,22.3,43.8,1.1631,0.7,2004-09-10 06:00:00
2004-09-10 07:00:00,1209.0,1163.0,762.0,1606.0,1300.0,21.4,45.8,1.1515,2.4,2004-09-10 07:00:00
2004-09-10 08:00:00,1417.0,1511.0,587.0,1975.0,1676.0,22.9,41.3,1.1383,4.1,2004-09-10 08:00:00
2004-09-10 09:00:00,1227.0,1233.0,739.0,1594.0,1384.0,26.6,30.3,1.0378,3.0,2004-09-10 09:00:00
2004-09-10 10:00:00,1093.0,1076.0,871.0,1457.0,1125.0,30.3,23.0,0.977,2.0,2004-09-10 10:00:00
2004-09-10 11:00:00,1135.0,1170.0,867.0,1523.0,1189.0,32.8,18.9,0.9234,2.5,2004-09-10 11:00:00
2004-09-10 12:00:00,1112.0,1161.0,866.0,1499.0,1088.0,34.3,17.7,0.9416,2.4,2004-09-10 12:00:00
2004-09-10 13:00:00,1147.0,1168.0,858.0,1492.0,1118.0,33.3,18.9,0.9536,2.6,2004-09-10 13:00:00
2004-09-10 14:00:00,1086.0,1070.0,907.0,1423.0,924.0,33.0,20.1,0.9959,1.9,2004-09-10 14:00:00
2004-09-10 15:00:00,1077.0,1056.0,908.0,1406.0,935.0,33.6,19.6,1.0029,2.1,2004-09-10 15:00:00
2004-09-10 16:00:00,1110.0,1098.0,882.0,1450.0,1009.0,34.9,18.4,1.0106,2.5,2004-09-10 16:00:00
2004-09-10 17:00:00,1146.0,1125.0,846.0,1511.0,1016.0,33.4,20.3,1.027,2.7,2004-09-10 17:00:00
2004-09-10 18:00:00,1211.0,1194.0,797.0,1599.0,1188.0,31.6,22.7,1.041,3.3,2004-09-10 18:00:00
2004-09-10 19:00:00,1218.0,1221.0,755.0,1599.0,1290.0,29.2,26.9,1.0709,3.2,2004-09-10 19:00:00
2004-09-10 20:00:00,1136.0,1082.0,824.0,1478.0,1130.0,27.7,30.1,1.0991,2.6,2004-09-10 20:00:00
2004-09-10 21:00:00,1017.0,908.0,932.0,1354.0,880.0,27.1,31.0,1.0991,1.4,2004-09-10 21:00:00
2004-09-10 22:00:00,1063.0,946.0,886.0,1391.0,996.0,26.0,33.4,1.1071,1.6,2004-09-10 22:00:00
2004-09-10 23:00:00,1083.0,951.0,880.0,1393.0,1054.0,25.1,35.7,1.1222,1.7,2004-09-10 23:00:00
2004-09-11 00:00:00,1077.0,994.0,829.0,1429.0,1081.0,24.3,38.5,1.1525,1.6,2004-09-11 00:00:00
2004-09-11 01:00:00,968.0,823.0,952.0,1343.0,828.0,23.4,40.7,1.1551,1.8,2004-09-11 01:00:00
2004-09-11 02:00:00,898.0,720.0,1059.0,1259.0,661.0,23.2,41.2,1.1561,1.8,2004-09-11 02:00:00
2004-09-11 03:00:00,859.0,656.0,1126.0,1213.0,582.0,23.6,40.5,1.1667,1.8,2004-09-11 03:00:00
2004-09-11 04:00:00,849.0,607.0,1189.0,1190.0,544.0,23.5,40.9,1.1677,1.8,2004-09-11 04:00:00
2004-09-11 05:00:00,886.0,658.0,1101.0,1234.0,647.0,20.5,48.4,1.1557,1.8,2004-09-11 05:00:00
2004-09-11 06:00:00,932.0,708.0,1057.0,1285.0,720.0,20.7,48.4,1.1663,1.8,2004-09-11 06:00:00
2004-09-11 07:00:00,1144.0,1006.0,757.0,1535.0,1207.0,19.9,50.8,1.1694,1.8,2004-09-11 07:00:00
2004-09-11 08:00:00,1222.0,1083.0,729.0,1624.0,1273.0,21.3,47.2,1.1825,1.8,2004-09-11 08:00:00
2004-09-11 09:00:00,1202.0,989.0,775.0,1506.0,1303.0,24.0,40.8,1.1993,1.8,2004-09-11 09:00:00
2004-09-11 10:00:00,1323.0,1190.0,698.0,1702.0,1479.0,28.7,30.3,1.1769,1.8,2004-09-11 10:00:00
2004-09-11 11:00:00,1219.0,1074.0,805.0,1532.0,1191.0,31.9,24.7,1.1477,1.8,2004-09-11 11:00:00
2004-09-11 12:00:00,1121.0,965.0,899.0,1386.0,932.0,33.8,21.9,1.1331,1.8,2004-09-11 12:00:00
2004-09-11 13:00:00,1096.0,942.0,893.0,1366.0,826.0,32.7,22.7,1.1044,1.8,2004-09-11 13:00:00
2004-09-11 14:00:00,1019.0,858.0,989.0,1270.0,631.0,33.0,21.3,1.0512,1.8,2004-09-11 14:00:00
2004-09-11 15:00:00,1045.0,857.0,994.0,1308.0,598.0,33.9,21.2,1.0989,1.8,2004-09-11 15:00:00
2004-09-11 16:00:00,1147.0,959.0,872.0,1387.0,796.0,35.9,20.3,1.1845,1.8,2004-09-11 16:00:00
2004-09-11 17:00:00,1145.0,971.0,883.0,1418.0,759.0,34.2,22.6,1.197,1.8,2004-09-11 17:00:00
2004-09-11 18:00:00,1202.0,1040.0,815.0,1506.0,886.0,32.0,27.3,1.2752,1.8,2004-09-11 18:00:00
2004-09-11 19:00:00,1283.0,1112.0,719.0,1583.0,1071.0,29.3,32.6,1.3105,1.8,2004-09-11 19:00:00
2004-09-11 20:00:00,1148.0,929.0,815.0,1443.0,826.0,27.2,38.0,1.347,1.8,2004-09-11 20:00:00
2004-09-11 21:00:00,1229.0,1012.0,743.0,1562.0,1103.0,26.1,41.1,1.3705,1.8,2004-09-11 21:00:00
2004-09-11 22:00:00,1287.0,1060.0,716.0,1595.0,1221.0,25.3,44.6,1.4161,1.8,2004-09-11 22:00:00
2004-09-11 23:00:00,1285.0,1062.0,715.0,1583.0,1449.0,24.6,47.2,1.4424,1.8,2004-09-11 23:00:00
2004-09-12 00:00:00,1251.0,1055.0,701.0,1602.0,1364.0,24.1,48.8,1.4412,1.8,2004-09-12 00:00:00
2004-09-12 01:00:00,1120.0,900.0,811.0,1462.0,1111.0,23.6,50.4,1.447,1.8,2004-09-12 01:00:00
2004-09-12 02:00:00,1108.0,917.0,797.0,1495.0,1129.0,22.0,55.8,1.4585,1.8,2004-09-12 02:00:00
2004-09-12 03:00:00,961.0,759.0,943.0,1375.0,799.0,22.4,53.6,1.4379,1.8,2004-09-12 03:00:00
2004-09-12 04:00:00,950.0,719.0,982.0,1372.0,771.0,21.6,55.8,1.4228,1.8,2004-09-12 04:00:00
2004-09-12 05:00:00,901.0,608.0,1105.0,1299.0,646.0,21.8,55.2,1.4184,1.8,2004-09-12 05:00:00
2004-09-12 06:00:00,903.0,619.0,1111.0,1315.0,705.0,21.7,55.4,1.4192,1.8,2004-09-12 06:00:00
2004-09-12 07:00:00,1024.0,757.0,923.0,1423.0,908.0,20.6,59.8,1.435,1.8,2004-09-12 07:00:00
2004-09-12 08:00:00,1093.0,837.0,830.0,1480.0,1047.0,22.1,55.3,1.4495,1.8,2004-09-12 08:00:00
2004-09-12 09:00:00,1097.0,833.0,853.0,1470.0,1015.0,24.8,48.2,1.4883,1.8,2004-09-12 09:00:00
2004-09-12 10:00:00,1126.0,830.0,853.0,1528.0,938.0,27.9,43.4,1.6017,1.8,2004-09-12 10:00:00
2004-09-12 11:00:00,1139.0,794.0,908.0,1456.0,849.0,30.1,38.5,1.6212,1.8,2004-09-12 11:00:00
2004-09-12 12:00:00,1178.0,832.0,858.0,1542.0,844.0,28.2,48.6,1.8253,1.8,2004-09-12 12:00:00
2004-09-12 13:00:00,1243.0,883.0,745.0,1660.0,1036.0,24.8,70.4,2.1766,1.8,2004-09-12 13:00:00
2004-09-12 14:00:00,1017.0,680.0,996.0,1421.0,729.0,27.8,49.4,1.8209,1.8,2004-09-12 14:00:00
2004-09-12 15:00:00,1048.0,672.0,1050.0,1438.0,556.0,25.4,59.9,1.9168,1.8,2004-09-12 15:00:00
2004-09-12 16:00:00,1254.0,840.0,787.0,1602.0,846.0,26.1,66.8,2.231,1.8,2004-09-12 16:00:00
2004-09-12 17:00:00,1287.0,911.0,796.0,1664.0,942.0,28.0,53.2,1.981,1.8,2004-09-12 17:00:00
2004-09-12 18:00:00,1215.0,900.0,823.0,1604.0,902.0,27.4,51.4,1.8404,1.8,2004-09-12 18:00:00
2004-09-12 19:00:00,1363.0,1071.0,697.0,1763.0,1178.0,25.7,55.8,1.8149,1.8,2004-09-12 19:00:00
2004-09-12 20:00:00,1436.0,1224.0,609.0,1886.0,1426.0,24.6,60.3,1.8363,1.8,2004-09-12 20:00:00
2004-09-12 21:00:00,1365.0,1143.0,655.0,1796.0,1394.0,24.2,61.6,1.8381,1.8,2004-09-12 21:00:00
2004-09-12 22:00:00,1506.0,1385.0,555.0,1784.0,1935.0,23.8,63.5,1.8495,1.8,2004-09-12 22:00:00
2004-09-12 23:00:00,1227.0,1055.0,705.0,1772.0,1360.0,23.0,64.8,1.802,1.8,2004-09-12 23:00:00
2004-09-13 00:00:00,1038.0,866.0,833.0,1570.0,1061.0,23.0,63.3,1.7589,1.8,2004-09-13 00:00:00
2004-09-13 01:00:00,934.0,744.0,970.0,1473.0,870.0,22.8,63.3,1.7355,1.8,2004-09-13 01:00:00
2004-09-13 02:00:00,900.0,699.0,1036.0,1452.0,799.0,21.0,68.6,1.6873,1.8,2004-09-13 02:00:00
2004-09-13 03:00:00,870.0,692.0,1070.0,1443.0,779.0,20.4,70.7,1.6734,1.8,2004-09-13 03:00:00
2004-09-13 04:00:00,875.0,713.0,1027.0,1436.0,809.0,19.4,73.4,1.6417,1.8,2004-09-13 04:00:00
2004-09-13 05:00:00,940.0,789.0,917.0,1473.0,914.0,19.5,72.0,1.6118,1.8,2004-09-13 05:00:00
2004-09-13 06:00:00,1053.0,913.0,824.0,1578.0,1033.0,19.7,70.3,1.5925,1.8,2004-09-13 06:00:00
2004-09-13 07:00:00,1509.0,1508.0,533.0,1681.6666666666667,1572.0,20.4,66.7,1.577,1.8,2004-09-13 07:00:00
2004-09-13 08:00:00,1559.0,1599.0,498.0,1785.3333333333333,1704.0,21.8,61.8,1.5966,1.8,2004-09-13 08:00:00
2004-09-13 09:00:00,1313.0,1231.0,626.0,1889.0,1455.0,23.0,60.2,1.6652,1.8,2004-09-13 09:00:00
2004-09-13 10:00:00,1372.0,1251.0,609.0,1890.0,1588.0,25.4,53.0,1.6963,3.1,2004-09-13 10:00:00
2004-09-13 11:00:00,1320.0,1190.0,655.0,1825.0,1482.0,30.0,41.6,1.7324,2.9,2004-09-13 11:00:00
2004-09-13 12:00:00,1346.0,1246.0,639.0,1907.0,1458.0,32.6,34.8,1.6872,3.0,2004-09-13 12:00:00
2004-09-13 13:00:00,1307.0,1236.0,649.0,1869.0,1356.0,32.2,34.2,1.6145,3.0,2004-09-13 13:00:00
2004-09-13 14:00:00,1157.0,1069.0,737.0,1653.0,1100.0,32.1,33.5,1.569,2.2,2004-09-13 14:00:00
2004-09-13 15:00:00,1154.0,1026.0,773.0,1623.0,1212.0,32.6,31.8,1.5361,2.0,2004-09-13 15:00:00
2004-09-13 16:00:00,1172.0,1145.0,735.0,1676.0,1049.0,35.2,25.2,1.4111,2.3,2004-09-13 16:00:00
2004-09-13 17:00:00,1241.0,1254.0,693.0,1735.0,1149.0,34.3,24.7,1.3154,3.1,2004-09-13 17:00:00
2004-09-13 18:00:00,1379.0,1433.0,605.0,1982.0,1370.0,31.5,29.9,1.3638,1.8,2004-09-13 18:00:00
2004-09-13 19:00:00,1570.0,1684.0,494.0,1949.0,1716.0,29.0,36.6,1.4452,6.2,2004-09-13 19:00:00
2004-09-13 20:00:00,1418.0,1471.0,542.0,1916.0,1600.0,27.1,42.2,1.4949,4.7,2004-09-13 20:00:00
2004-09-13 21:00:00,1317.0,1295.0,593.0,1883.0,1592.0,26.1,46.4,1.5445,3.0,2004-09-13 21:00:00
2004-09-13 22:00:00,1204.0,1136.0,648.0,1782.0,1491.0,25.1,49.4,1.548,2.1,2004-09-13 22:00:00
2004-09-13 23:00:00,1014.0,853.0,843.0,1499.0,1084.0,26.0,46.4,1.5375,1.0,2004-09-13 23:00:00
2004-09-14 00:00:00,956.0,794.0,896.0,1456.0,1007.0,24.7,49.2,1.5116,0.8,2004-09-14 00:00:00
2004-09-14 01:00:00,891.0,708.0,1005.0,1382.0,823.0,24.8,49.0,1.5092,0.7,2004-09-14 01:00:00
2004-09-14 02:00:00,856.0,665.0,1061.0,1375.0,788.0,23.5,52.6,1.5035,1.8,2004-09-14 02:00:00
2004-09-14 03:00:00,863.0,703.0,1032.0,1403.0,791.0,20.8,62.1,1.5044,1.8,2004-09-14 03:00:00
2004-09-14 04:00:00,911.0,745.0,922.0,1428.0,924.0,19.9,65.5,1.5078,1.8,2004-09-14 04:00:00
2004-09-14 05:00:00,936.0,765.0,916.0,1462.0,941.0,20.6,62.9,1.5088,1.8,2004-09-14 05:00:00
2004-09-14 06:00:00,1087.0,964.0,774.0,1633.0,1103.0,21.3,59.4,1.4918,1.8,2004-09-14 06:00:00
2004-09-14 07:00:00,1540.0,1498.0,519.0,1662.25,1657.0,22.0,58.3,1.5199,1.8,2004-09-14 07:00:00
2004-09-14 08:00:00,1513.0,1601.0,469.0,1691.5,1743.0,23.2,55.4,1.5559,1.8,2004-09-14 08:00:00
2004-09-14 09:00:00,1409.0,1322.0,562.0,1720.75,1601.0,26.5,50.2,1.713,1.8,2004-09-14 09:00:00
2004-09-14 10:00:00,1219.0,1042.0,699.0,1750.0,1253.0,29.0,45.5,1.7976,1.8,2004-09-14 10:00:00
2004-09-14 11:00:00,1286.0,1172.0,644.0,1870.0,1295.0,30.1,42.0,1.7602,1.8,2004-09-14 11:00:00
2004-09-14 12:00:00,1228.0,1174.0,668.0,1788.0,1192.0,32.3,35.9,1.7067,1.8,2004-09-14 12:00:00
2004-09-14 13:00:00,1140.0,1117.0,711.0,1690.0,1046.0,33.2,33.8,1.69,1.8,2004-09-14 13:00:00
2004-09-14 14:00:00,1052.0,906.0,832.0,1516.0,803.0,34.0,33.6,1.7591,1.8,2004-09-14 14:00:00
2004-09-14 15:00:00,1282.0,1107.0,682.0,1791.0,1116.0,29.9,45.6,1.8942,1.8,2004-09-14 15:00:00
2004-09-14 16:00:00,1378.0,1282.0,576.0,1836.0,1347.0,27.7,53.7,1.967,1.8,2004-09-14 16:00:00
2004-09-14 17:00:00,1506.0,1471.0,518.0,1881.0,1530.0,28.0,52.7,1.9604,1.8,2004-09-14 17:00:00
2004-09-14 18:00:00,1310.0,1259.0,620.0,1926.0,1240.0,28.6,48.2,1.8616,1.8,2004-09-14 18:00:00
2004-09-14 19:00:00,1204.0,1114.0,686.0,1807.0,1092.0,24.8,61.6,1.9067,1.8,2004-09-14 19:00:00
2004-09-14 20:00:00,1071.0,842.0,873.0,1575.0,740.0,20.3,77.2,1.8204,1.8,2004-09-14 20:00:00
2004-09-14 21:00:00,967.0,719.0,980.0,1490.0,670.0,19.7,82.5,1.8674,1.8,2004-09-14 21:00:00
2004-09-14 22:00:00,947.0,689.0,1009.0,1454.0,640.0,20.6,78.8,1.8885,1.8,2004-09-14 22:00:00
2004-09-14 23:00:00,1011.0,734.0,967.0,1497.0,918.0,19.2,87.2,1.9195,1.8,2004-09-14 23:00:00
2004-09-15 00:00:00,971.0,722.0,949.0,1472.0,804.0,20.5,81.5,1.936,1.8,2004-09-15 00:00:00
2004-09-15 01:00:00,886.0,627.0,1082.0,1405.0,694.0,21.4,74.0,1.8683,1.8,2004-09-15 01:00:00
2004-09-15 02:00:00,908.0,657.0,1013.0,1460.0,796.0,20.5,78.2,1.8678,1.8,2004-09-15 02:00:00
2004-09-15 03:00:00,901.0,652.0,1013.0,1468.0,804.0,20.7,77.8,1.8764,1.8,2004-09-15 03:00:00
2004-09-15 04:00:00,915.0,674.0,970.0,1481.0,829.0,20.5,78.0,1.8636,1.8,2004-09-15 04:00:00
2004-09-15 05:00:00,940.0,712.0,961.0,1499.0,848.0,20.6,76.2,1.8272,1.8,2004-09-15 05:00:00
2004-09-15 06:00:00,1048.0,891.0,791.0,1654.0,992.0,20.1,77.4,1.802,1.8,2004-09-15 06:00:00
2004-09-15 07:00:00,1298.0,1181.0,644.0,1962.0,1256.0,20.9,73.3,1.787,1.8,2004-09-15 07:00:00
